업종명,인허가일자,업소명,소재지(도로명),소재지(지번),업태명,데이터기준일
일반음식점,2013-06-10,네네치킨,"대전광역시 대덕구 계족로608번길 16, 1층 (법동)",대전광역시 대덕구 법동 204-1 (1층) ,호프/통닭,2024-05-20
일반음식점,2013-06-11,곱깨비엔롱다리치킨송촌점,"대전광역시 대덕구 계족산로36번길 85, 1층 (송촌동)",대전광역시 대덕구 송촌동 482-14 (1층) ,통닭(치킨),2024-05-20
일반음식점,2013-06-12,부어치킨중리점,"대전광역시 대덕구 중리서로 19-1, 1층 (중리동)",대전광역시 대덕구 중리동 442-5 (1층) ,호프/통닭,2024-05-20
일반음식점,2013-06-12,김밥푸드,"대전광역시 대덕구 대화로 160, 지하35호 (대화동, 지원상가3동)",대전광역시 대덕구 대화동 289-1 (지원상가3동지하35호) ,김밥(도시락),2024-05-20
일반음식점,2013-06-14,금호네,"대전광역시 대덕구 석봉로38번길 67, 1층 (석봉동)",대전광역시 대덕구 석봉동 318-3 (1층) ,분식,2024-05-20
일반음식점,2013-06-26,민가네순대,"대전광역시 대덕구 중리로76번길 25, 1층 (중리동)",대전광역시 대덕구 중리동 370-16 (1층) ,한식,2024-05-20
일반음식점,2013-07-24,어부네민물집,"대전광역시 대덕구 대청로490번길 26, 1층 (미호동)",대전광역시 대덕구 미호동 308-1 (1층) ,한식,2024-05-20
일반음식점,2013-07-24,만남가든,"대전광역시 대덕구 대청로570번길 86, 1층 (미호동)",대전광역시 대덕구 미호동 25-1 (1층) ,한식,2024-05-20
일반음식점,2013-07-25,명일식당,"대전광역시 대덕구 방두말1길 20-17, C동 1층 (상서동)",대전광역시 대덕구 상서동 167 (1층) C동 ,한식,2024-05-20
일반음식점,2013-07-25,대청골식당,"대전광역시 대덕구 대청로526번길 6, 1층 (미호동)",대전광역시 대덕구 미호동 264-1 (1층) ,한식,2024-05-20
일반음식점,2013-07-30,우리밥상,"대전광역시 대덕구 대화로 160, 지원3동 지하1층 23호 (대화동, 대전산업용재유통상가)",대전광역시 대덕구 대화동 289-1 대전산업용재유통상가 3동 23호,한식,2024-05-20
일반음식점,2013-07-31,대청농원,"대전광역시 대덕구 대청로 493-12, 1층 (미호동)",대전광역시 대덕구 미호동 287-3 (1층) ,한식,2024-05-20
일반음식점,2013-07-31,작은초밥집,대전광역시 대덕구 송촌북로20번길 42 (송촌동),대전광역시 대덕구 송촌동 456-8 (1층) ,기타,2024-05-20
일반음식점,2013-08-05,가수박사랑라이브카페,"대전광역시 대덕구 대화로 43, 2층 (대화동)",대전광역시 대덕구 대화동 38-18 (2층) ,기타,2024-05-20
일반음식점,2013-08-06,서예농원,"대전광역시 대덕구 대청호수로1325번길 36, 1층 (이현동)",대전광역시 대덕구 이현동 342 (1층) ,한식,2024-05-20
일반음식점,2013-08-09,해물천국,"대전광역시 대덕구 비래서로10번길 22, 1층 (비래동)",대전광역시 대덕구 비래동 555-5 (1층) ,한식,2024-05-20
일반음식점,2013-08-09,서울본족발,"대전광역시 대덕구 한밭대로 991, 1층 (오정동)",대전광역시 대덕구 오정동 58-21 (1층) ,한식,2024-05-20
일반음식점,2013-08-16,도스마스한남대점,"대전광역시 대덕구 한남로12번길 55, 201호 (오정동)",대전광역시 대덕구 오정동 211-4 201호 ,기타,2024-05-20
일반음식점,2013-08-21,태백회수산,"대전광역시 대덕구 송촌북로19번길 30, 지하 1층 (중리동)",대전광역시 대덕구 중리동 495-8 지하1층 ,횟집,2024-05-20
일반음식점,2013-08-29,봉구스밥버거송촌2호점,"대전광역시 대덕구 송촌북로36번길 36, 1층 101호 (송촌동)",대전광역시 대덕구 송촌동 459-1 (1층) 101호,패스트푸드,2024-05-20
일반음식점,2013-08-29,힐링호프,"대전광역시 대덕구 중리남로 31-1, 1층 (중리동)",대전광역시 대덕구 중리동 197-7 (1층) ,한식,2024-05-20
일반음식점,2013-10-01,이동식소국밥,"대전광역시 대덕구 중리남로 15, 1층 (중리동)",대전광역시 대덕구 중리동 182-2 (1층) ,한식,2024-05-20
일반음식점,2013-10-07,미루손짜장,"대전광역시 대덕구 송촌남로 63, 2층 (송촌동)",대전광역시 대덕구 송촌동 564-10 (2층) ,중국식,2024-05-20
일반음식점,2013-10-08,비지푸드식당,"대전광역시 대덕구 평촌2길 2, 1층 (평촌동)",대전광역시 대덕구 평촌동 124-11 (1층) ,한식,2024-05-20
일반음식점,2013-10-08,해물짬뽕,"대전광역시 대덕구 비래동로7번길 63, 1층 (비래동)",대전광역시 대덕구 비래동 123-1 (1층) ,중국식,2024-05-20
일반음식점,2013-10-08,남도밥상,"대전광역시 대덕구 송촌남로37번길 1, 1층 (송촌동)",대전광역시 대덕구 송촌동 245-17 (1층) ,한식,2024-05-20
일반음식점,2013-10-14,뽕숭아,"대전광역시 대덕구 비래동로40번길 2, 지하1층 (비래동)",대전광역시 대덕구 비래동 137-1 (지하1층) ,호프/통닭,2024-05-20
일반음식점,2013-10-22,포차일번지,"대전광역시 대덕구 신탄진동로23번길 31, 1층 133,140호 (신탄진동)",대전광역시 대덕구 신탄진동 142-9 (1층) ,기타,2024-05-20
일반음식점,2013-11-04,소나타라이브카페,"대전광역시 대덕구 중리로 41, 2층 (중리동)",대전광역시 대덕구 중리동 391-4 (2층) ,기타,2024-05-20
일반음식점,2013-11-04,은실이네,"대전광역시 대덕구 한밭대로988번길 31, 1층 (오정동)",대전광역시 대덕구 오정동 81-12 (1층) ,한식,2024-05-20
일반음식점,2013-11-05,꽃나비식당,"대전광역시 대덕구 중리로 47, 1층 (중리동)",대전광역시 대덕구 중리동 384-8 (1층) ,까페,2024-05-20
일반음식점,2013-11-14,황궁라이브,"대전광역시 대덕구 중리로 31, 지하1층 (중리동)",대전광역시 대덕구 중리동 400-4 (지하1층) ,기타,2024-05-20
일반음식점,2013-11-21,몽땅머꼬가,"대전광역시 대덕구 신탄진로218번길 37, 1동 1층 (와동)",대전광역시 대덕구 와동 368-7 (1동1층) ,김밥(도시락),2024-05-20
일반음식점,2013-11-27,계족구이신족발,"대전광역시 대덕구 계족로598번길 15-16, 1층 (법동)",대전광역시 대덕구 법동 206-13 (1층) ,한식,2024-05-20
일반음식점,2013-11-27,비아235,"대전광역시 대덕구 홍도로135번길 47, 1층 (중리동)",대전광역시 대덕구 중리동 235-3 (1층) ,호프/통닭,2024-05-20
일반음식점,2013-11-29,장터해장국,"대전광역시 대덕구 석봉로37번길 60-18, 1층 (석봉동)",대전광역시 대덕구 석봉동 415-13 (1층) ,한식,2024-05-20
일반음식점,2013-12-02,더해장중리점,"대전광역시 대덕구 한밭대로1159번길 24, 1층 (중리동)",대전광역시 대덕구 중리동 201-4 1층 ,호프/통닭,2024-05-20
일반음식점,2013-12-03,어부야참치,"대전광역시 대덕구 송촌북로12번길 33, 1층 (송촌동)",대전광역시 대덕구 송촌동 466-6 1 ,일식,2024-05-20
일반음식점,2013-12-03,러빙헛웰빙송촌점,"대전광역시 대덕구 송촌북로 23, 1층 (중리동)",대전광역시 대덕구 중리동 493-6 1 ,한식,2024-05-20
일반음식점,2013-12-09,평촌포차,"대전광역시 대덕구 덕암로 184, 1층 (평촌동)",대전광역시 대덕구 평촌동 535-9 (1층) ,정종/대포집/소주방,2024-05-20
일반음식점,2013-12-10,쪄니네,"대전광역시 대덕구 송촌북로16번길 36, 1층 (송촌동)",대전광역시 대덕구 송촌동 465-1 1층 ,호프/통닭,2024-05-20
일반음식점,2013-12-16,롱다리치킨,"대전광역시 대덕구 한남로88번길 7, 1층 (오정동)",대전광역시 대덕구 오정동 446-9 1층 ,호프/통닭,2024-05-20
일반음식점,2013-12-26,푸른바다,대전광역시 대덕구 중리로64번길 7 (중리동),대전광역시 대덕구 중리동 368-11 1층 ,한식,2024-05-20
일반음식점,2013-12-27,메밀꽃필무렵에,"대전광역시 대덕구 대청로500번길 8, 1층 (미호동)",대전광역시 대덕구 미호동 279-3 (1층) ,한식,2024-05-20
일반음식점,2013-01-18,좋은날,"대전광역시 대덕구 우암로 423, 1층 (비래동)",대전광역시 대덕구 비래동 146-12 ,한식,2024-05-20
일반음식점,2013-06-03,청춘식당,"대전광역시 대덕구 중리남로8번길 119, 1층 (중리동)",대전광역시 대덕구 중리동 135-2 ,한식,2024-05-20
일반음식점,2014-01-13,솔라식당,"대전광역시 대덕구 송촌북로4번길 21-12, 1층 (송촌동)",대전광역시 대덕구 송촌동 471-11 1층 ,호프/통닭,2024-05-20
일반음식점,2014-01-17,수해복마라탕,"대전광역시 대덕구 한남로12번길 43, 2층 (오정동)",대전광역시 대덕구 오정동 212-3 2층 ,호프/통닭,2024-05-20
일반음식점,2014-01-20,사계,"대전광역시 대덕구 중리남로 35-1, 1층 (중리동)",대전광역시 대덕구 중리동 197-3 (1층) ,호프/통닭,2024-05-20
일반음식점,2014-01-28,신가네매운떡볶이,"대전광역시 대덕구 한남로12번길 29, 1층 (오정동)",대전광역시 대덕구 오정동 223-216 1층 ,분식,2024-05-20
일반음식점,2014-02-12,춤추는꽃돼지,"대전광역시 대덕구 석봉로57번길 71, 1층 (석봉동)",대전광역시 대덕구 석봉동 198-9 1층 ,기타,2024-05-20
일반음식점,2014-02-13,투앤투,"대전광역시 대덕구 신탄진로218번길 37, 1동 2층 (와동)",대전광역시 대덕구 와동 368-7 2층 1동 ,호프/통닭,2024-05-20
일반음식점,2014-02-19,한솥도시락한남대후문앞점,"대전광역시 대덕구 한남로12번길 35, 1층 (오정동)",대전광역시 대덕구 오정동 175-10 1층 ,김밥(도시락),2024-05-20
일반음식점,2014-02-24,100퍼센트만족왕족발,"대전광역시 대덕구 홍도로 107, 1층 (중리동)",대전광역시 대덕구 중리동 243-10 1층 ,패스트푸드,2024-05-20
일반음식점,2014-02-28,스바라시라멘,"대전광역시 대덕구 한남로 26, 1층 (오정동)",대전광역시 대덕구 오정동 223-272 1층 ,호프/통닭,2024-05-20
일반음식점,2014-03-05,보성추어탕,"대전광역시 대덕구 대덕대로1458번길 23, 1층 (목상동)",대전광역시 대덕구 목상동 148-6 1층 ,한식,2024-05-20
일반음식점,2014-03-11,장동감나무보리밥,대전광역시 대덕구 장동로 231 (장동),대전광역시 대덕구 장동 347-5 ,한식,2024-05-20
일반음식점,2014-03-12,박군치킨,"대전광역시 대덕구 동춘당로114번길 47, 상가동 104호 (송촌동)",대전광역시 대덕구 송촌동 444 상가동 101호,통닭(치킨),2024-05-20
일반음식점,2014-03-20,맘스터치한남대점,"대전광역시 대덕구 한남로12번길 43, 1층 (오정동)",대전광역시 대덕구 오정동 212-3 (1층) ,기타,2024-05-20
일반음식점,2014-03-20,구워더존치킨호프,"대전광역시 대덕구 신탄진로681번길 40-6, 1층 (덕암동)",대전광역시 대덕구 덕암동 49-13 (1층) ,통닭(치킨),2024-05-20
일반음식점,2014-03-20,호수로1869.5,"대전광역시 대덕구 대청호수로 1869-5, 1층 (삼정동)",대전광역시 대덕구 삼정동 240-13 (1층) ,기타,2024-05-20
일반음식점,2014-03-20,옥돌정,"대전광역시 대덕구 신탄진로756번길 35, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 172-6 (1층) ,한식,2024-05-20
일반음식점,2014-03-24,더하믕,"대전광역시 대덕구 중리서로 20, 1층 (중리동)",대전광역시 대덕구 중리동 434-14 (1층) ,한식,2024-05-20
일반음식점,2014-03-24,조아카페,"대전광역시 대덕구 송촌북로4번길 47-7, 1층 (송촌동)",대전광역시 대덕구 송촌동 474-7 (1층) ,일식,2024-05-20
일반음식점,2014-03-25,짱이레,"대전광역시 대덕구 동춘당로94번길 11-27, 1층 (송촌동)",대전광역시 대덕구 송촌동 460-2 1층 ,분식,2024-05-20
일반음식점,2014-03-28,밀앤돈까스,"대전광역시 대덕구 생산5길 22, 1층 (대화동)",대전광역시 대덕구 대화동 253 1층 ,경양식,2024-05-20
일반음식점,2014-04-07,신가네매운떡볶이송촌점,"대전광역시 대덕구 동춘당로48번길 30, 1층 (송촌동)",대전광역시 대덕구 송촌동 499-1 ,분식,2024-05-20
일반음식점,2014-04-14,토크쇼,"대전광역시 대덕구 동춘당로114번길 47, 107호 (송촌동, 상가동)",대전광역시 대덕구 송촌동 444 상가동 107호,호프/통닭,2024-05-20
일반음식점,2014-04-17,사랑방불족발,"대전광역시 대덕구 석봉로37번길 46-13, 1층 (석봉동)",대전광역시 대덕구 석봉동 417-15 1층 ,기타,2024-05-20
일반음식점,2014-04-21,벤티프레소대전비래점,"대전광역시 대덕구 비래서로 25, 1층 (비래동)",대전광역시 대덕구 비래동 125-12 1층 ,기타,2024-05-20
일반음식점,2014-04-29,전주밥상,"대전광역시 대덕구 신일동로 1, 1동 3층 (신일동)",대전광역시 대덕구 신일동 1684-10 3층 1동 ,한식,2024-05-20
일반음식점,2014-04-30,하선생생물짬뽕,"대전광역시 대덕구 중리서로 73-1, 1층 (중리동)",대전광역시 대덕구 중리동 364-7 1층 ,중국식,2024-05-20
일반음식점,2014-04-30,오순주남원식육개장,"대전광역시 대덕구 대전로 1392, 1층 (읍내동)",대전광역시 대덕구 읍내동 248-1 1층 ,한식,2024-05-20
일반음식점,2014-04-30,읍내뒷고기,"대전광역시 대덕구 아리랑로113번길 37, 1층 (읍내동)",대전광역시 대덕구 읍내동 351-4 1층 ,통닭(치킨),2024-05-20
일반음식점,2014-05-02,대경식당,"대전광역시 대덕구 방두말3길 16, 1층 (평촌동)",대전광역시 대덕구 평촌동 274-2 ,한식,2024-05-20
일반음식점,2014-05-07,더킹,"대전광역시 대덕구 송촌북로20번길 21-11, 1층 (송촌동)",대전광역시 대덕구 송촌동 453-5 1층 ,한식,2024-05-20
일반음식점,2014-05-16,11시들쌈밥,"대전광역시 대덕구 대청로 9, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 120-12 1층 ,한식,2024-05-20
일반음식점,2014-05-26,라디오스타,"대전광역시 대덕구 송촌북로12번길 34, 지하1층 (송촌동)",대전광역시 대덕구 송촌동 472-2 지하1층 ,호프/통닭,2024-05-20
일반음식점,2014-05-29,옹기촌,"대전광역시 대덕구 대덕대로 1454-53, 1층 (목상동)",대전광역시 대덕구 목상동 176-11 1층 ,한식,2024-05-20
일반음식점,2014-06-16,보은골삼겹살,"대전광역시 대덕구 중리남로 25, 1층 (중리동)",대전광역시 대덕구 중리동 196-1 1층 ,한식,2024-05-20
일반음식점,2014-06-30,꼬꼬비어통닭,"대전광역시 대덕구 대덕대로1470번길 22, 1층 (목상동)",대전광역시 대덕구 목상동 150-4 1층 ,호프/통닭,2024-05-20
일반음식점,2014-07-07,산이랑들이랑,"대전광역시 대덕구 산디로 70, 1층 (장동)",대전광역시 대덕구 장동 456 1층 ,한식,2024-05-20
일반음식점,2014-07-10,푸줏간 고기도시락 신탄진점,"대전광역시 대덕구 대덕대로1454번길 25-27, 1층 (목상동)",대전광역시 대덕구 목상동 151-12 1층 ,기타,2024-05-20
일반음식점,2014-07-17,고봉민김밥인송촌점,"대전광역시 대덕구 송촌북로16번길 57 (송촌동, 101호)",대전광역시 대덕구 송촌동 459-7 101호,김밥(도시락),2024-05-20
일반음식점,2014-07-30,소미가감자탕,"대전광역시 대덕구 송촌북로5번길 30, 1층 (중리동)",대전광역시 대덕구 중리동 501-8 1층 ,한식,2024-05-20
일반음식점,2014-08-13,꼬르륵,"대전광역시 대덕구 중리북로37번길 11, 108호 (중리동)",대전광역시 대덕구 중리동 370-9 108호,한식,2024-05-20
일반음식점,2014-08-20,콩앤낙지(콩&낙지),"대전광역시 대덕구 중리로54번길 19-18, 1층 (중리동)",대전광역시 대덕구 중리동 374-4 1층 ,한식,2024-05-20
일반음식점,2014-08-21,레이크 인 꽁뚜(lake in CONTO),대전광역시 대덕구 신탄진로36번길 109 (연축동),대전광역시 대덕구 연축동 69-12 ,기타,2024-05-20
일반음식점,2014-09-11,따뜻한밥상역전회집,"대전광역시 대덕구 회덕로34번길 82, 1층 (신대동)",대전광역시 대덕구 신대동 133-12 1층 ,한식,2024-05-20
일반음식점,2014-09-12,꺼먹돼지,"대전광역시 대덕구 중리동로27번길 23, 1층 (중리동)",대전광역시 대덕구 중리동 166-8 1층 ,한식,2024-05-20
일반음식점,2014-09-16,호식이두마리치킨송촌점,"대전광역시 대덕구 계족산로36번길 47, 1층 (송촌동)",대전광역시 대덕구 송촌동 483-16 1층 ,통닭(치킨),2024-05-20
일반음식점,2014-09-17,씨멘트,"대전광역시 대덕구 한남로12번길 21, 1층 (오정동)",대전광역시 대덕구 오정동 223-271 1층 ,분식,2024-05-20
일반음식점,2014-09-25,정성,"대전광역시 대덕구 중리남로 42, 1층 (중리동)",대전광역시 대덕구 중리동 165-16 1층 ,호프/통닭,2024-05-20
일반음식점,2014-10-14,놀뫼백반식당,"대전광역시 대덕구 대덕대로1448번길 113, 1층 (목상동)",대전광역시 대덕구 목상동 866-9 1층 ,한식,2024-05-20
일반음식점,2014-10-17,미스터보쌈,"대전광역시 대덕구 석봉북로24번길 40, 1층 (석봉동)",대전광역시 대덕구 석봉동 417-24 ,한식,2024-05-20
일반음식점,2014-10-23,이화수전통육개장 대전오정점,"대전광역시 대덕구 한밭대로 1009-1, 1층 (오정동)",대전광역시 대덕구 오정동 60-20 1층 ,한식,2024-05-20
일반음식점,2014-10-29,김연수소국밥막국수,"대전광역시 대덕구 대전로1370번길 13-14, 1-2층 (읍내동)",대전광역시 대덕구 읍내동 306 1-2층 ,한식,2024-05-20
일반음식점,2014-11-07,아름봄갤러리,"대전광역시 대덕구 대청로 149, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 산 2-25 1층 ,한식,2024-05-20
일반음식점,2014-11-11,경성본가양평해장국,"대전광역시 대덕구 신탄진로 188, 1층 (연축동)",대전광역시 대덕구 연축동 196-4 1층 ,한식,2024-05-20
일반음식점,2014-11-11,호로록호로록,"대전광역시 대덕구 비래서로9번길 71, 1층 (비래동)",대전광역시 대덕구 비래동 109-13 1층 ,분식,2024-05-20
일반음식점,2014-11-11,명란밥상,"대전광역시 대덕구 중리로63번길 7, 1층 (중리동)",대전광역시 대덕구 중리동 376-2 1층 ,한식,2024-05-20
일반음식점,2014-11-17,횡재한방오리,"대전광역시 대덕구 중리로63번길 3, 1층 (중리동)",대전광역시 대덕구 중리동 376-4 1층 ,한식,2024-05-20
일반음식점,2014-11-18,온기담은밥상,"대전광역시 대덕구 계족산로17번길 86, 1층 (법동)",대전광역시 대덕구 법동 207-10 1층 ,한식,2024-05-20
일반음식점,2014-11-20,청년다방한남대점,"대전광역시 대덕구 한남로 30, 1층 (오정동)",대전광역시 대덕구 오정동 175-9 1층 ,분식,2024-05-20
일반음식점,2014-11-24,연축식당,"대전광역시 대덕구 신탄진로 172, 1층 01호 (연축동)",대전광역시 대덕구 연축동 200-1 1층 ,한식,2024-05-20
일반음식점,2014-11-28,레드,"대전광역시 대덕구 중리북로 47, 지하층 (중리동)",대전광역시 대덕구 중리동 363-10 지하1층 ,기타,2024-05-20
일반음식점,2014-12-05,예전칼국수,"대전광역시 대덕구 석봉로58번길 83, 1층 (석봉동)",대전광역시 대덕구 석봉동 303-3 1층 ,식육(숯불구이),2024-05-20
일반음식점,2014-12-08,베트남푸드,"대전광역시 대덕구 석봉북로24번길 40, 1층 (석봉동)",대전광역시 대덕구 석봉동 417-24 1층 ,기타,2024-05-20
일반음식점,2014-12-11,고씨네한남대점,"대전광역시 대덕구 한남로12번길 51, 2층 (오정동)",대전광역시 대덕구 오정동 211-5 2층 ,기타,2024-05-20
일반음식점,2015-01-02,화림,"대전광역시 대덕구 비래동로15번길 59, 1층 (비래동)",대전광역시 대덕구 비래동 122-4 1층 ,기타,2024-05-20
일반음식점,2015-01-07,대가밥상,"대전광역시 대덕구 계족산로25번길 2, 1층 (중리동)",대전광역시 대덕구 중리동 118-16 1층 ,한식,2024-05-20
일반음식점,2015-01-12,밥사랑고기사랑,"대전광역시 대덕구 새말2길 30, 1층 (상서동)",대전광역시 대덕구 상서동 324-18 1층 ,한식,2024-05-20
일반음식점,2015-01-12,죽이야기,"대전광역시 대덕구 동춘당로 83, 124호 (송촌동)",대전광역시 대덕구 송촌동 476-3 124호,한식,2024-05-20
일반음식점,2015-01-26,피플,"대전광역시 대덕구 신탄진북로32번길 7-26, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 17-16 1층 ,분식,2024-05-20
일반음식점,2015-01-29,강씨네도야지,"대전광역시 대덕구 신탄진로834번길 25, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 117-27 1층 ,한식,2024-05-20
일반음식점,2015-02-05,산들,"대전광역시 대덕구 한남로137번안길 2, 1층 (오정동)",대전광역시 대덕구 오정동 490-9 1층 ,한식,2024-05-20
일반음식점,2015-02-09,비에치씨치킨,"대전광역시 대덕구 덕암로265번길 99, 1층 (덕암동)",대전광역시 대덕구 덕암동 3-23 1층 ,호프/통닭,2024-05-20
일반음식점,2015-02-23,고프지분식,"대전광역시 대덕구 한밭대로1130번길 17, 1층 (중리동)",대전광역시 대덕구 중리동 235-14 1층 ,한식,2024-05-20
일반음식점,2015-03-09,웰덤치킨,"대전광역시 대덕구 중리동로17번길 26, 1층 (중리동)",대전광역시 대덕구 중리동 197-13 1층 ,호프/통닭,2024-05-20
일반음식점,2015-03-12,천상대게,"대전광역시 대덕구 신탄진로 846, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 116-14 1층 ,한식,2024-05-20
일반음식점,2015-03-12,옥순할매곰집,"대전광역시 대덕구 한남로137번안길 10, 1층 (오정동)",대전광역시 대덕구 오정동 490-13 1층 ,한식,2024-05-20
일반음식점,2015-03-12,한중 마라탕,"대전광역시 대덕구 동춘당로 83, 송촌근린상가 104, 105호 (송촌동)",대전광역시 대덕구 송촌동 476-1 ,중국식,2024-05-20
일반음식점,2015-03-18,콘서트7080,"대전광역시 대덕구 중리로 65, 지하1층 (중리동)",대전광역시 대덕구 중리동 367-7 지하1층 ,호프/통닭,2024-05-20
일반음식점,2015-03-19,행복식당,"대전광역시 대덕구 대화로 160, 지원상가3동 지하1층 20호 (대화동, 대전산업용재유통상가)",대전광역시 대덕구 대화동 289-1 지원상가3동 20호 ,한식,2024-05-20
일반음식점,2015-03-27,라드레스토랑,"대전광역시 대덕구 중리동로 20, 1층 (중리동)",대전광역시 대덕구 중리동 182-1 1층 ,기타,2024-05-20
일반음식점,2015-03-30,신추풍령시래기감자탕,"대전광역시 대덕구 대덕대로1470번길 74, 1층 (목상동)",대전광역시 대덕구 목상동 176-3 1층 ,한식,2024-05-20
일반음식점,2015-03-30,쌉쌀싸롱,"대전광역시 대덕구 신탄진동로7번길 42, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 141-16 1층 ,한식,2024-05-20
일반음식점,2015-04-01,큐7080,"대전광역시 대덕구 송촌남로 34, 지하1층 (송촌동)",대전광역시 대덕구 송촌동 294-3 지하1층 ,호프/통닭,2024-05-20
일반음식점,2015-04-01,금손식탁,"대전광역시 대덕구 신탄진로232번길 16, 1층 (와동)",대전광역시 대덕구 와동 369-2 1층 ,한식,2024-05-20
일반음식점,2015-04-24,경일구이쌈밥,"대전광역시 대덕구 아리랑로113번길 44-7, 1층 (읍내동)",대전광역시 대덕구 읍내동 483-73 1층 ,한식,2024-05-20
일반음식점,2015-04-24,명가족찜,"대전광역시 대덕구 덕암북로60번길 13, 1층 (덕암동)",대전광역시 대덕구 덕암동 10-3 1층 ,한식,2024-05-20
일반음식점,2015-04-27,꼼장어와뒷고기,"대전광역시 대덕구 대덕대로 1586-1, 1층 (석봉동)",대전광역시 대덕구 석봉동 305-12 1층 ,한식,2024-05-20
일반음식점,2015-04-29,따뜻한엄마밥상,"대전광역시 대덕구 한남로155번길 11, 1층 (오정동)","대전광역시 대덕구 오정동 491-15 ,1층 ",한식,2024-05-20
일반음식점,2015-04-29,모락모락밥상,"대전광역시 대덕구 아리랑로113번길 44-15, 1층 (읍내동)",대전광역시 대덕구 읍내동 483-77 1층 ,한식,2024-05-20
일반음식점,2015-05-13,또또순대족발,"대전광역시 대덕구 중리로76번길 9, 1층 (중리동)",대전광역시 대덕구 중리동 369-4 1층 ,호프/통닭,2024-05-20
일반음식점,2015-05-19,무대포,"대전광역시 대덕구 덕암로 214, 1층 (덕암동)",대전광역시 대덕구 덕암동 53-14 1층 ,분식,2024-05-20
일반음식점,2015-05-20,딜리버리 팩토리 대전본점,"대전광역시 대덕구 송촌북로 1, 1층 (중리동)",대전광역시 대덕구 중리동 503-3 1층 ,한식,2024-05-20
일반음식점,2015-05-26,카페생각,"대전광역시 대덕구 쌍청당로 11, 1층 (중리동)",대전광역시 대덕구 중리동 117-3 1층 ,기타,2024-05-20
일반음식점,2015-05-27,피자오르새한남대점,"대전광역시 대덕구 한남로17번길 20, 1층 (오정동)",대전광역시 대덕구 오정동 223-80 1층 ,한식,2024-05-20
일반음식점,2015-06-01,우산속식당,"대전광역시 대덕구 신탄진로804번길 12, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 142-5 1층 ,한식,2024-05-20
일반음식점,2015-06-01,공주식당,"대전광역시 대덕구 동춘당로23번길 48, 1층 (송촌동)",대전광역시 대덕구 송촌동 220-52 ,한식,2024-05-20
일반음식점,2015-06-03,아하식당,"대전광역시 대덕구 계족로564번길 29, 1층 (중리동)",대전광역시 대덕구 중리동 111-6 1층 ,까페,2024-05-20
일반음식점,2015-06-11,한산모시잎칼국수,"대전광역시 대덕구 신탄진로810번길 53, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 122-19 1층 ,분식,2024-05-20
일반음식점,2015-06-11,한솥도시락 신탄진공단점,"대전광역시 대덕구 신일동로 1, 113호 (신일동, 주건축물제1동)",대전광역시 대덕구 신일동 1684-10 주건축물제1동 113호,한식,2024-05-20
일반음식점,2015-06-11,가마솥해장국,"대전광역시 대덕구 산업단지로87번길 13, 1층 (신일동)",대전광역시 대덕구 신일동 37-1 1층 ,한식,2024-05-20
일반음식점,2015-06-11,먹소리,"대전광역시 대덕구 한남로 36, 1층 (오정동)",대전광역시 대덕구 오정동 175-50 1층 ,분식,2024-05-20
일반음식점,2015-06-22,비비큐,"대전광역시 대덕구 아리랑로 213, 1층 (법동)",대전광역시 대덕구 법동 344-12 1층 ,호프/통닭,2024-05-20
일반음식점,2015-06-23,육교순대,"대전광역시 대덕구 석봉로37번길 52-8, 1층 (석봉동)",대전광역시 대덕구 석봉동 415-26 ,한식,2024-05-20
일반음식점,2015-06-29,꿀꺽이네,"대전광역시 대덕구 석봉로58번길 73, 1층 (석봉동)",대전광역시 대덕구 석봉동 304 1층 ,한식,2024-05-20
일반음식점,2015-07-07,홍일점,"대전광역시 대덕구 중리로75번길 15, 1층 (중리동)",대전광역시 대덕구 중리동 366-18 1층 ,중국식,2024-05-20
일반음식점,2015-07-08,육십(60)계치킨신탄진점,"대전광역시 대덕구 신탄진동로23번길 22, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 137-1 1층 ,호프/통닭,2024-05-20
일반음식점,2015-07-09,티바두마리치킨읍내점,"대전광역시 대덕구 계족로 755, 1층 (읍내동)",대전광역시 대덕구 읍내동 73-9 1층 ,호프/통닭,2024-05-20
일반음식점,2015-07-16,토담순대,"대전광역시 대덕구 대화10길 101, 1층 (대화동)",대전광역시 대덕구 대화동 36-31 1층 ,한식,2024-05-20
일반음식점,2015-07-22,더킹스튜디오,"대전광역시 대덕구 송촌북로20번길 21-11, 1층 (송촌동)",대전광역시 대덕구 송촌동 453-5 1 ,기타,2024-05-20
일반음식점,2015-08-06,청양골,"대전광역시 대덕구 중리남로27번길 6, 1층 (중리동)",대전광역시 대덕구 중리동 197-11 1층 ,한식,2024-05-20
일반음식점,2015-08-11,하늘소,"대전광역시 대덕구 중리로75번길 23, 1층 (중리동)",대전광역시 대덕구 중리동 365-6 1층 ,한식,2024-05-20
